pass_accuracy,goals,assists,shots_on_target,key_passes,tackles,interceptions,clearances,blocks,yellow_cards,activity_rate,performance_score
0.6666666666666666,0,0,1,4,5,4,1,0,0,1.2267614782535528,47
0.925,3,0,5,1,5,4,2,2,0,2.359015657637289,100
0.921875,2,0,2,0,5,2,0,1,1,1.0390206257398253,65
0.6756756756756757,0,0,0,2,5,2,2,0,1,2.771172765842184,28
0.6,0,0,5,0,0,4,1,0,1,2.3839600369419824,35
0.6,0,1,5,3,0,4,4,0,0,1.3229451888830859,59
0.6136363636363636,0,0,0,4,0,2,1,2,0,2.038090982662822,28
0.6206896551724138,1,2,5,3,3,0,0,0,0,0.8208234473631968,82
0.8888888888888888,0,0,3,6,5,4,4,0,0,0.6488321747618406,65
0.6507936507936508,2,2,2,2,2,4,4,0,0,2.1876899833199346,89
0.8571428571428571,0,0,3,2,2,2,4,0,0,1.3640456572817294,43
0.627906976744186,0,0,0,6,0,3,1,1,0,2.644616488470166,36
0.9402985074626866,1,2,5,6,5,2,1,0,0,1.154894075212245,100
0.7058823529411765,0,0,5,2,5,4,0,2,0,2.013244882488158,58
0.926829268292683,2,0,5,4,1,3,0,0,0,2.3652534676687385,88
0.8846153846153846,2,0,2,3,5,0,3,3,0,1.510045063796752,74
0.5384615384615384,1,0,1,3,2,1,2,2,0,2.3621025626813923,44
0.5769230769230769,0,0,4,3,4,2,4,2,1,1.1692221557787956,43
0.6363636363636364,0,2,3,3,0,0,3,2,0,2.3626842922599574,53
0.75,0,1,4,3,5,1,2,0,0,0.7954311069555254,62
0.7906976744186046,0,0,3,4,2,2,4,3,0,2.203288521629203,47
0.7894736842105263,1,1,4,6,1,1,3,0,0,1.7190427732166813,78
0.82,0,0,5,5,4,3,0,1,0,1.3575656062093282,65
0.75,0,1,5,4,1,2,2,2,1,1.8595998271492629,58
0.8181818181818182,0,0,3,4,4,0,2,3,0,1.7611815814560112,48
0.7205882352941176,0,0,3,6,1,4,4,2,0,2.297347075127105,54
0.8,0,0,5,4,0,4,0,3,0,2.4137228139566016,56
0.71875,1,1,5,2,5,2,3,2,0,1.2352950269898473,79
0.7647058823529411,1,0,3,0,2,4,0,1,0,0.5978609056471164,54
0.6233766233766234,0,0,4,2,1,1,3,0,0,2.834371183796012,38
0.8780487804878049,0,0,2,2,4,4,0,2,0,0.5244540690965334,47
0.5882352941176471,0,2,1,3,0,3,2,2,0,2.313450142162306,50
0.9361702127659575,0,1,0,0,1,1,3,1,0,1.7151703716561368,32
0.9038461538461539,1,0,3,5,0,1,0,2,1,0.9453789415664905,57
0.925,0,2,1,4,4,3,1,2,0,2.4864376505291506,68
0.6363636363636364,1,1,3,5,4,1,0,3,0,1.2511087839751351,74
0.8275862068965517,3,1,5,5,3,0,2,3,0,2.051670455058984,100
0.7605633802816901,1,0,4,4,4,0,4,0,0,2.329503878119656,66
0.8823529411764706,0,0,5,2,3,2,1,3,0,1.905372374284074,53
0.7647058823529411,0,0,2,0,3,1,3,3,0,1.328945647258684,31
0.7931034482758621,0,2,4,6,1,0,1,1,0,2.476425869428989,71
0.8421052631578947,1,0,0,4,1,4,1,1,0,0.8497661125503848,53
0.6615384615384615,0,0,1,3,2,4,1,2,1,1.1131645203121026,33
0.8837209302325582,0,0,3,1,1,4,1,1,0,1.2491004937625942,42
0.8823529411764706,0,0,3,5,5,0,4,1,0,1.1628484722314814,54
0.8695652173913043,0,2,3,6,2,3,1,0,0,1.5311756111131793,77
0.9032258064516129,3,1,3,1,5,1,3,2,0,2.9965446673545646,100
0.6567164179104478,0,0,0,3,1,0,3,3,0,1.014833032111367,24
0.8846153846153846,0,1,0,6,3,3,3,2,1,1.4036755090177464,52
0.7948717948717948,0,1,3,2,0,1,1,1,0,0.9197343953320052,45
0.8589743589743589,1,0,0,6,0,3,1,2,0,2.9119493618179506,56
0.8846153846153846,2,1,2,3,4,0,4,2,0,2.657253432187069,82
0.8970588235294118,1,0,3,0,4,2,3,1,0,2.469698098958884,56
0.7763157894736842,0,0,4,4,5,1,1,1,0,1.3298009614236457,55
0.6666666666666666,0,1,1,5,5,0,1,3,0,2.4002486349288223,52
0.6428571428571429,0,1,2,1,2,4,3,3,0,1.8637713139582608,45
0.8043478260869565,0,0,4,2,1,2,4,0,0,1.3470194713904657,44
0.5942028985507246,0,2,0,0,4,3,0,0,1,1.5564556872254687,40
0.7567567567567568,1,1,3,4,0,2,1,2,0,2.9111237504959733,68
0.8472222222222222,0,0,4,5,5,1,1,0,1,1.2606273590001265,54
0.8620689655172413,3,2,2,4,2,2,2,0,0,2.992953176852508,100
0.696969696969697,0,1,3,1,1,4,0,1,0,1.8650516821056267,48
0.7241379310344828,0,0,1,5,1,3,2,2,0,1.0167587280301376,41
0.782608695652174,3,0,3,2,1,2,4,3,0,2.8562430859386336,84
0.8260869565217391,0,0,0,2,5,3,0,1,0,2.850363542004917,38
0.7333333333333333,1,0,0,0,1,4,4,1,0,1.256410096023019,39
0.8125,0,0,2,5,1,1,4,2,0,1.1414828985944718,43
0.6470588235294118,0,0,1,6,3,3,1,3,0,2.4761285657410106,46
0.6901408450704225,0,0,2,3,5,1,4,1,0,0.5479322166257603,42
0.7894736842105263,1,1,4,1,3,4,0,2,0,1.3225490993843951,73
0.8840579710144928,1,0,5,3,2,3,0,0,1,1.2871566054892756,66
0.8428571428571429,2,1,1,6,1,0,4,1,1,0.8326474464634408,75
0.7959183673469388,0,0,2,3,0,3,0,3,0,0.9715674208820606,38
0.8604651162790697,0,1,0,1,2,4,1,3,0,2.079557417066231,42
0.8,0,0,1,1,5,0,3,1,0,2.3725568151849155,33
0.6764705882352942,0,0,1,2,1,3,2,3,0,1.4828180920049205,31
0.5789473684210527,0,0,4,1,1,2,0,2,0,2.3521654534793406,36
0.75,0,0,0,0,5,4,2,3,0,0.9282519892314118,33
0.6341463414634146,0,0,1,3,2,4,1,0,0,0.5577075782645795,37
0.6285714285714286,1,0,0,1,4,3,3,1,0,2.8000618348885435,44
0.8051948051948052,1,1,0,3,2,4,2,1,0,2.019057998585191,62
0.6363636363636364,0,1,4,1,0,3,2,1,0,0.8496132195394019,47
0.8,0,0,2,6,0,2,1,2,0,1.4952852197346262,46
0.8051948051948052,0,0,0,3,1,3,1,2,0,1.5743473915721733,33
0.65,1,0,0,0,0,2,1,1,0,2.781457142159661,32
0.8666666666666667,2,0,4,3,0,0,1,0,0,2.961404136104623,72
0.9230769230769231,0,0,0,6,5,3,4,3,0,0.8941887608204333,52
0.9302325581395349,1,1,3,4,2,4,4,3,0,2.5200196638341845,79
0.8545454545454545,0,0,2,3,5,1,4,0,0,2.0292311077375698,46
0.7045454545454546,2,0,3,3,2,0,2,3,0,0.6290479644440521,69
0.8636363636363636,0,0,1,0,0,0,3,1,0,1.9151419414074475,21
0.6086956521739131,0,0,0,4,5,3,2,3,0,0.6571243046095074,40
0.6481481481481481,0,0,1,3,3,4,3,0,0,1.2588137437039308,39
0.9375,0,0,2,3,4,3,3,2,0,0.763423752356236,49
0.5909090909090909,2,1,3,5,4,2,2,1,1,0.6361213738630901,85
0.8208955223880597,0,2,1,4,3,2,3,3,0,1.6845695713983644,62
0.8717948717948718,3,2,1,6,2,2,0,2,0,2.391823232788963,100
0.8809523809523809,2,0,2,4,3,3,4,2,0,2.9031152943235408,79
0.6666666666666666,1,1,4,1,5,2,2,3,0,1.9163352215824574,71
0.8043478260869565,1,0,4,1,5,2,2,1,0,0.886615274819006,64
0.8813559322033898,0,0,5,2,0,0,4,0,0,2.068202699345397,43
0.6166666666666667,0,2,3,0,5,0,1,2,0,2.9815961197276133,54
0.8235294117647058,1,1,5,6,0,1,3,0,0,1.0824620671504532,81
0.9130434782608695,0,0,3,3,5,0,1,3,0,1.504300952432178,49
0.6,2,1,0,0,5,4,3,2,0,2.7359726241904188,70
0.9230769230769231,2,0,4,5,1,1,1,1,0,1.603070762811974,83
0.7058823529411765,0,2,4,0,1,3,1,0,0,0.969882361425491,58
0.8734177215189873,2,0,1,6,2,0,3,1,1,2.0578730735914195,68
0.6078431372549019,0,1,5,3,4,3,1,1,1,1.922058005892245,60
0.8928571428571429,0,0,1,3,1,3,2,2,0,2.253226326587825,38
0.6666666666666666,3,1,1,3,5,2,1,3,1,2.485371934087918,90
0.8289473684210527,2,0,3,1,2,4,2,0,0,1.7727241184780937,73
0.7368421052631579,0,0,3,0,2,1,4,0,1,2.1826152571184565,27
0.8,0,0,0,0,4,0,1,2,1,1.353934396843944,19
0.6724137931034483,1,0,3,6,1,0,2,0,1,2.7817702196774654,55
0.6410256410256411,0,0,4,3,3,2,1,0,0,1.4210578023860503,47
0.8461538461538461,0,0,0,5,1,0,1,1,0,1.1536305921857322,33
0.810126582278481,3,2,4,4,1,1,0,2,0,1.680752520449679,100
0.9302325581395349,0,2,4,1,4,3,0,1,0,2.4721297041905856,71
0.7619047619047619,1,0,2,6,1,2,1,2,1,2.9484135686120583,57
0.8444444444444444,0,1,0,6,2,3,4,1,0,2.523461089724153,54
0.6086956521739131,2,0,0,6,0,3,0,3,1,2.7024756574717292,61
0.7619047619047619,0,0,0,2,3,1,1,3,0,2.292540785217665,29
0.72,2,1,1,5,4,2,2,0,0,1.985792468995494,85
0.9069767441860465,0,0,1,5,2,0,3,0,0,2.6573502769197126,41
0.6290322580645161,0,1,0,3,4,3,1,2,0,2.943783712758511,45
0.9444444444444444,2,0,3,6,5,1,1,0,0,1.036179816982785,90
0.6122448979591837,0,2,2,6,4,0,3,3,0,2.5739515782704894,66
0.7704918032786885,0,1,2,3,0,1,3,3,0,1.2232507247086264,44
0.8552631578947368,2,0,3,1,0,4,0,0,0,1.323307336324628,70
0.6153846153846154,1,0,1,0,4,4,3,0,0,2.6808402246101317,47
0.8775510204081632,1,0,2,2,3,4,0,3,0,1.2151610229819263,60
0.8648648648648649,0,0,4,5,3,1,4,0,0,0.6166686069536083,56
0.9047619047619048,0,0,5,3,5,0,0,3,0,1.2598483008776602,57
0.6363636363636364,0,0,2,1,4,2,2,0,0,1.6111442878511117,35
0.6666666666666666,1,1,1,3,1,2,3,3,0,1.538098247965649,57
0.7,1,0,2,0,0,1,4,2,0,1.455007553591925,39
0.7358490566037735,0,0,4,1,2,2,3,1,0,0.768206916176946,41
0.8958333333333334,1,0,1,0,5,0,0,1,0,2.60126696606424,46
0.7586206896551724,0,0,3,5,0,0,0,3,0,0.6732572187318143,42
0.8,0,0,3,1,1,2,0,0,0,1.1811452128128814,37
0.8703703703703703,0,1,1,3,1,4,2,0,0,2.203462939121374,50
0.9090909090909091,0,0,0,0,1,4,3,1,0,2.0135502782046286,28
0.9090909090909091,3,0,5,5,2,2,0,1,0,1.952167337388667,100
0.6805555555555556,0,0,5,6,5,2,2,2,0,0.9329754915714368,65
0.9387755102040817,0,0,5,2,4,2,0,2,0,1.542563123748641,56
0.6666666666666666,1,0,5,4,0,2,4,2,0,2.1581157016228354,64
0.75,0,0,4,6,5,1,4,2,0,1.4873286622689845,61
0.8571428571428571,0,1,3,1,3,1,2,0,1,0.5989390031435458,45
0.8450704225352113,1,0,1,0,3,2,4,0,0,2.220289015634492,45
0.7966101694915254,0,0,2,4,5,2,2,2,0,1.912655797518998,49
0.7083333333333334,2,1,3,0,4,3,3,3,0,2.7856480054214274,80
0.875,0,0,0,6,3,2,0,1,0,1.5327675507734855,45
0.6166666666666667,1,1,3,4,2,0,3,0,0,1.997053835797476,65
0.8059701492537313,0,0,1,4,1,1,3,2,0,1.2601822419848128,36
0.6212121212121212,0,1,1,2,1,2,0,1,0,2.102846891988584,38
0.8095238095238095,1,1,0,2,4,2,3,3,0,0.8879613040364414,59
0.6071428571428571,2,1,5,0,3,1,2,1,1,1.1706596490486625,75
0.9032258064516129,0,0,4,2,1,3,1,3,0,1.5801259201159432,48
0.8571428571428571,0,0,0,0,2,4,2,1,0,2.4025682263751227,29
0.6190476190476191,0,0,3,5,3,1,0,3,0,2.994345178673222,47
0.7567567567567568,1,0,2,6,4,0,3,0,0,2.7442555621966207,64
0.7916666666666666,1,0,1,5,1,0,1,1,0,2.514223914580498,51
0.6933333333333334,1,1,4,2,1,0,4,0,0,1.586835187406183,62
0.75,2,0,0,1,2,1,0,1,0,1.0178978930274722,54
0.6785714285714286,0,0,2,0,0,1,4,0,0,2.282139511776424,23
0.6290322580645161,2,0,0,6,2,0,0,1,1,1.2548753716096313,59
0.7272727272727273,0,1,2,6,1,1,0,2,0,2.5952466583218166,54
0.7833333333333333,3,1,3,2,4,2,1,3,0,2.610924649962608,100
0.75,1,0,0,2,3,1,0,1,0,2.245880372962683,44
0.7307692307692307,2,0,5,3,3,2,2,0,1,1.134046087242074,78
0.7368421052631579,0,0,3,1,0,1,1,1,0,1.043814503636869,31
0.6285714285714286,0,1,4,3,5,0,2,1,0,2.4742012653796523,57
0.6376811594202898,0,0,3,3,0,2,0,1,0,2.202290160515418,37
0.7619047619047619,2,0,1,3,0,0,2,2,0,1.8499075104096878,58
0.676923076923077,0,1,3,0,1,2,1,3,0,2.1344133305675252,41
0.7307692307692307,1,0,4,6,3,4,4,0,0,0.5258201532258856,77
0.7435897435897436,0,0,0,6,1,3,4,2,0,2.9451774727804825,40
0.7575757575757576,0,0,2,1,0,3,4,0,0,0.6510220369646581,32
0.6101694915254238,0,1,4,2,5,1,1,0,0,1.6837149497552282,56
0.8,1,0,0,1,0,3,1,2,1,0.6946952102759594,35
0.6290322580645161,0,1,5,5,3,0,1,2,0,0.8957705954352514,63
0.8461538461538461,0,0,4,1,4,0,2,3,0,1.2644196443690876,43
0.6164383561643836,0,0,2,1,5,3,2,1,0,1.4349675781764877,39
0.8082191780821918,0,0,4,5,1,2,0,0,1,1.5180230062860933,48
0.7945205479452054,1,1,2,1,4,4,3,1,1,2.4868960260012183,62
0.6538461538461539,3,0,4,2,1,4,2,0,0,2.9894590961098335,90
0.8387096774193549,0,0,1,0,0,2,0,2,0,1.7922548263267615,24
0.625,1,1,1,1,0,4,3,0,0,1.8522876276580496,52
0.7671232876712328,2,1,2,6,5,0,0,3,0,1.683356309073236,91
0.6567164179104478,2,0,4,1,5,1,2,3,1,0.8116596109531167,69
0.6190476190476191,0,0,0,1,0,1,1,1,0,1.2075291106234884,17
0.68,2,1,5,4,5,0,1,3,0,2.41798917425101,95
0.675,1,0,1,4,3,3,3,3,0,2.8283312618719885,56
0.9104477611940298,0,0,2,4,3,0,4,2,0,0.7583268515937056,44
0.8648648648648649,1,0,2,2,2,1,3,2,0,1.56858984855718,52
0.6428571428571429,0,0,5,2,0,2,2,0,0,1.9280230882963119,42
0.6904761904761905,1,1,4,0,4,1,1,2,1,0.9948772613523855,59
0.6296296296296297,0,0,0,0,1,1,4,2,0,0.8958612394048586,16
0.6666666666666666,2,1,5,0,5,1,2,1,0,0.7143463031259885,85
0.7966101694915254,0,0,2,1,5,3,4,3,0,1.2172524424759126,42
0.8235294117647058,0,2,3,0,0,2,4,0,0,0.5790260574306356,52
0.7391304347826086,0,0,1,1,2,4,2,1,0,2.361842266840753,33
0.6612903225806451,1,1,1,3,3,0,0,3,0,1.9294580088829567,57
0.8135593220338984,0,0,3,3,1,1,2,1,0,1.459596613080861,41
0.8,0,1,1,1,2,1,1,3,1,1.645431870651419,34
0.7903225806451613,1,2,5,4,1,0,1,0,0,1.1536371252421138,84
0.6486486486486487,0,0,1,6,4,4,1,3,0,0.7452695313216504,50
0.875,0,0,0,4,5,0,3,2,0,2.4999974561169838,39
0.7666666666666667,2,0,3,0,1,4,2,1,0,1.849372463928225,67
0.9047619047619048,0,0,2,5,4,0,4,2,1,2.6015716009445846,44
0.8153846153846154,1,1,5,3,1,1,3,3,0,1.8423130795137317,74
0.782608695652174,0,0,4,0,2,4,1,3,0,1.6466581265010525,43
0.9310344827586207,0,0,1,6,0,3,4,2,1,2.2237757543384244,41
0.6428571428571429,1,0,3,6,2,0,1,2,0,1.8862777532192372,61
0.8235294117647058,0,1,4,2,1,0,4,2,0,1.6516798730570854,50
0.7272727272727273,3,0,1,3,3,1,2,3,0,1.527331943274877,80
0.6041666666666666,3,0,5,6,0,3,0,1,1,1.7909673550120584,96
0.803921568627451,3,0,2,0,1,4,2,3,0,2.5178245379618684,79
0.8888888888888888,0,0,2,5,1,3,1,2,0,2.521466273630766,48
0.8157894736842105,0,0,3,5,1,1,1,1,0,1.5265561952170712,47
0.6,2,1,4,0,4,4,3,3,0,2.050068456229052,84
0.673469387755102,0,0,0,4,0,3,3,0,0,0.9958336311511813,31
0.6,0,1,2,3,5,4,2,0,0,1.5033210061850797,57
0.64,0,0,2,6,3,4,3,1,0,0.7260584217879358,52
0.7333333333333333,1,0,4,2,5,1,1,2,0,2.1771162200007357,63
0.9,0,0,5,3,0,0,3,3,0,1.8663843134412577,47
0.8305084745762712,2,1,1,1,3,4,3,1,0,2.0591481691257965,77
0.7647058823529411,0,0,0,5,0,4,0,1,0,2.967866927868855,38
0.6338028169014085,1,0,2,4,3,3,4,2,1,2.725386016925755,54
0.8695652173913043,1,0,1,2,2,3,0,1,0,0.8027164285700523,52
0.8260869565217391,2,1,3,0,3,3,1,1,1,0.6367791989208453,75
0.7857142857142857,1,0,2,3,0,1,2,2,1,1.4885117327445856,44
0.7948717948717948,0,0,3,4,4,3,4,2,0,2.7386085052970754,53
0.7333333333333333,2,0,5,4,0,2,1,1,0,1.6230498351762066,80
0.7142857142857143,3,0,2,4,4,2,4,0,0,1.343162927606622,91
0.6962025316455697,1,0,4,4,4,0,4,1,0,0.5634360461169176,64
0.7692307692307693,0,1,3,1,3,0,0,2,0,2.6880310948202535,46
0.7818181818181819,1,2,3,3,1,3,2,0,0,2.889483728679255,79
0.6571428571428571,0,1,2,4,2,2,4,0,0,1.1379808676152112,51
0.8767123287671232,1,0,5,5,2,0,4,1,0,1.0649918643605458,71
0.8666666666666667,2,0,0,6,0,2,3,2,0,1.3924705883125212,69
0.72,1,2,1,0,0,2,4,2,0,2.3589747844547233,57
0.925,0,0,3,1,0,4,4,2,0,2.5512667332580516,41
0.6470588235294118,0,0,5,1,3,4,0,2,0,0.9852751355442355,49
0.9090909090909091,0,2,2,6,3,1,0,2,0,2.8555824860785832,72
0.5918367346938775,1,0,2,6,1,4,0,3,0,2.311013217847476,62
0.6888888888888889,0,1,5,2,3,1,4,1,0,1.9481198927184207,57
0.8717948717948718,0,1,2,3,2,4,1,2,1,1.2357418423223225,51
0.6153846153846154,1,0,1,3,1,1,3,3,0,1.6133632322582976,44
0.6857142857142857,0,0,1,0,2,4,3,0,0,1.5924239146604164,29
0.6962025316455697,2,2,1,0,3,2,4,0,0,2.2313486081809426,77
0.9,0,1,0,2,0,3,4,2,0,2.4312477968159714,40
0.6470588235294118,0,0,4,3,1,1,4,2,1,2.3357802923996345,36
0.6216216216216216,0,0,2,0,2,2,3,3,0,2.6089913068012667,28
0.9078947368421053,1,2,1,5,1,4,1,1,1,1.2059443437039925,77
0.6190476190476191,0,0,0,0,3,2,1,2,0,1.5225337596915132,22
0.84,1,1,2,6,3,3,2,1,0,1.336910688237714,79
0.8571428571428571,1,1,0,4,4,4,4,2,0,1.0391151400268337,70
0.926829268292683,1,1,2,2,1,0,0,2,0,1.5507657181108156,59
0.925,2,0,2,4,4,0,3,0,0,1.4051810074232445,76
0.8734177215189873,0,0,4,0,2,2,4,1,0,2.515710101076754,41
0.859375,0,1,1,3,2,1,2,1,1,1.5204430355063023,41
0.6956521739130435,1,1,3,2,5,4,0,2,1,1.9866044371923626,69
0.9466666666666667,0,0,1,4,1,2,3,3,1,2.0291977577393956,35
0.7142857142857143,1,1,2,5,5,0,2,2,0,2.6669663509122765,72
0.7419354838709677,2,0,3,2,2,4,3,2,0,1.6979391802738548,74
0.8484848484848485,0,2,4,2,3,3,0,0,0,1.4316607278232891,70
0.625,1,1,4,0,5,3,3,2,0,2.001132686368223,69
0.7571428571428571,1,0,1,2,1,1,4,0,0,2.3986788336062457,44
0.8181818181818182,3,1,5,6,3,2,2,2,1,2.4726451355056103,100
0.6,0,0,4,0,3,1,0,0,0,1.9027855100850402,36
0.8666666666666667,0,2,3,1,5,1,3,0,0,1.2561620888431646,64
0.7,1,0,1,5,1,4,4,1,1,0.9069812892156605,53
0.6363636363636364,0,1,2,4,1,1,3,1,0,2.3555690507152542,46
0.75,2,0,0,3,1,3,0,3,0,1.6744049207421985,62
0.8387096774193549,0,0,0,5,2,0,0,3,0,1.026585350630973,35
0.7741935483870968,0,2,5,3,0,4,2,0,0,1.6000409162384917,72
0.9,0,1,2,1,0,3,4,2,0,1.4298802281373932,45
